name,pca_feat
Raspberry,"[-10.073378023697567,-26.231429185859685,-2.2285787718779115,-6.752022620267449,-4.883023255811933,6.431867371853515,3.081343670270213,5.260549287674331,-4.206973415566442,-0.7937958030309825,3.076175866814234,-4.143441479017393,2.041689988743014,1.3395890142417537,5.047181967030265,-1.3642690657219811,-0.566660930658825,-3.3690366259949043,-4.533765086226018,2.127141859404558,-0.7154222288203762,-2.187275722457527,-1.2198177286571898,0.41183429623473594,1.596787533675811,1.0716863268372405,2.9014877387087483,-0.25117743319616503,0.9457136005434984,-1.1482196792914159,1.0659512983746282,1.585856375829732,-0.16062573777132003,-2.1176661275329867,-2.1592093926495433,-1.7898867546236545,0.2783258125916948,1.6081374179215249,1.9924304467427278,2.831952946590872,-0.6522196526982401,-2.1195403263408346,-2.140289811798653,-0.8634686999827512,0.5291741829775762,-2.312017560411126,1.560152878113273,1.0885648693962862,1.0370278190903819,0.13655375609995007,1.2647118168642273,-0.5594067270001839,1.7485665599946716,-0.4574121968446299]"
Mandarine,"[-0.7481353086604221,-27.488856324787402,-3.367708573776614,-11.081429284397679,-3.5256153250804445,2.7778653100121082,3.0020187096816047,2.680666180298947,-1.8940449147668423,0.16347259582418824,4.3024913452046345,-1.7273748502016069,2.3730059811873208,0.6782563046372857,1.6801796079315197,0.07373274297161111,3.0031083730557415,-1.5563294087695623,-3.2992799083988773,1.1619794703464823,-0.3877736343251625,-5.426852309199292,-1.9284678151774772,0.3428616879599336,1.5591258732673037,2.5267162584148526,1.4282457290279307,0.6133819330690647,1.6213331986629023,-3.2302481965679792,3.228409614510961,1.7277121813810448,-0.5738398674584909,-2.70663123382048,-2.8732133632493073,-0.4979147219438333,0.8333640227411504,-0.027066425025409215,0.7692274763457325,1.6718374910095164,0.005916309211883005,-2.352302012666765,-1.8487633654162947,-0.2588761207555135,-0.8445455381564937,-2.080582816782504,0.8750274404798618,0.08317538884503484,-0.6074783737850917,2.299515687136956,2.3791739087884625,-0.3615475839824898,2.1952795913438115,0.697314758047804]"
Lychee,"[-2.3839556521691097,-26.537110488010946,-1.8392041306377576,-13.83177840540676,-8.157788100187934,4.953737298082319,2.2899475811615506,3.1057332016004406,-3.1875430474655566,1.447495180914085,3.6418438193821503,-2.1105734102691005,-0.7076975552171171,-0.32037369807965504,2.9669733883627885,-2.4568496641947273,1.6216800348240585,-2.952335178803208,-2.1393780205488686,0.9821267276964877,-1.2459513030265785,-3.459241930257871,-1.836718465704357,1.7859521772815863,1.958066780315562,1.994162719951558,1.9455326031306208,-0.7058219241369293,0.6333122215274049,-0.7055100131740022,1.6024399845803783,1.688221090611668,-0.6200303342313628,-2.9559385561923874,-2.4819397736753506,-1.483173140443103,1.130966066763994,1.067371708865185,0.8866381702708666,2.2492214175720346,0.4729462895226173,-1.2058713612796697,-1.7025839118289208,-1.3688085185173449,-1.0795272755308378,-1.0527019372181654,-0.05254279077356588,0.6862290606492046,1.7804051599721884,3.1973815286808938,1.0862307409081684,-1.208811524445682,0.08736193719768146,-0.8772100008465823]"
Lychee,"[-2.503659194224847,-26.401572181506374,-2.059139706612698,-13.858893525327613,-8.15629533908316,4.938847645299737,2.4920323171023533,3.5113614307225913,-3.575057138395767,1.4450945995370756,3.520502552028793,-2.080314634002993,-0.5463108499234969,-0.13951173835913042,2.8493085534006752,-2.5716778347646216,1.7559326177010635,-2.8363131236066517,-2.1259943311043044,1.0029949001203857,-1.3616364437084776,-3.609370948122942,-1.6775828635565484,1.9424164714016658,2.1101122404855275,2.0210355480574815,1.8744383078788776,-0.7754918846450838,0.6184336815377939,-0.6781939447147626,1.6510407648016157,1.8191839549147502,-0.42653680503103264,-2.8740909076266647,-2.4476608571628726,-1.6387653355736438,1.1842853375409914,0.8364583576691809,0.8180944166465061,1.9523701776669506,0.2448903539655985,-1.1550784940383638,-1.6250911309738625,-1.4517055510195789,-1.061859337481577,-0.8649803498981115,0.215372633611556,1.0145113732136237,1.822493263414469,3.40765386242484,1.1079764427345762,-1.401991870027983,0.09021441782485781,-0.8395083254952866]"
Onion Red,"[-15.607198168551724,-20.305304598047588,-6.283740705693053,-15.033789656961213,-7.910299192516844,0.9088151338892551,0.3284101876204297,1.236279696075675,-3.584139907182478,-1.0801908464986312,3.8893086548995637,-3.414455656729959,0.7975963588272695,0.3551136969638858,3.8193186296569306,0.26073200624189463,-0.48051723139359503,-2.513394591092008,-3.7944879429721268,1.2270008391486904,-0.05294259180000044,-4.418553338708112,-1.1723090072448172,0.32616643810022,3.0185182439272062,1.772353261932541,2.20397103053984,1.354602754236875,2.2845286080978053,-1.60580770393306,1.8510608636191275,3.0540472032797066,-1.0480996815841241,-2.822703106487347,-1.9313571995110759,-1.0945012088627826,-0.44207940425467246,0.7961523443455898,1.1096192610359268,1.2895091448689182,0.4690925777835269,-1.21758617969322,-2.688037885625822,-1.2348215628657104,-1.0023270225076064,-1.3829248567690413,0.9887200658081325,1.078506032642474,1.9987141135589401,1.8582768917496328,1.5747159743998875,-1.117740285539007,0.0753742863262454,0.34066329052305416]"
Pineapple,"[-7.007239721033673,-25.923324832811158,-2.882169022317721,-11.443679662070524,-8.283901602454714,3.1612995275756792,-2.6670572939014487,4.842846699349466,-1.105152987399153,2.660825886863222,3.374689826556816,-2.095774878495522,-0.0197411484468474,-0.013059030702191164,5.1110959348829805,0.09162370999146148,0.0238677229463782,-2.441065994439999,-2.296370653501428,0.46914211907923026,-0.7315226015989107,-3.3017480992365646,-0.7970025526290558,1.6638616128409431,2.1379749477816663,1.4041463426390377,1.7319064792847296,1.2485872074120592,1.3513971537593816,0.7741065682350671,1.7526995886698333,1.1670263430997359,-1.3426218275714275,0.03404763775672198,-2.3646108647455866,-0.9828460813784777,0.2589927015186407,2.3286691929942287,-0.3045286868052936,0.3332205560613718,2.5152176428750104,-0.8694523199277435,-2.4565711143808175,-0.9476277317492887,-1.8417066531291033,-0.2911521759006622,1.343511950501864,-0.8830184518759309,-1.8695381333880743,2.785553690191935,-0.8585795977238757,-1.542403668596816,1.5707432504246361,-1.5250375258362483]"
Limes,"[-3.1216862249312327,-15.785624292937293,-5.811820931709609,-15.969381038314026,-2.024461892315921,0.5578182767716604,-0.13646904224934844,4.149172277525984,1.257243899096938,1.92004824522638,0.01655597005239016,-2.0053188983802044,0.7690347725791269,0.8179508985235711,3.2242614180480778,-3.8006032556076383,0.10797164467332958,-1.3567012915492374,-0.5258114952168242,0.7907690747412706,0.5445368087748211,-3.6912361356270984,-1.578932131269956,0.10367052663616706,0.33631142487374377,1.1479074105136668,1.329917543672282,0.38593096354102846,0.2060053486517725,-0.14310548359310055,4.2416921131420064,1.0458014911916764,-0.9879270118479473,-2.575180934022036,-0.7849112150834023,-0.817729577011393,1.0472933066078938,1.442742952845153,-1.3056561101836088,0.7976906578198152,-0.011548272344331612,-1.3007800466562465,-1.759247095226805,-0.4604965012680139,-0.11633130470657668,-2.0072731390565375,0.1419732380739756,1.4632017540786064,2.113692289062059,2.7656735064104843,0.6610329021976464,-2.2487032425343276,0.6905198338381193,0.20599275250273924]"
Strawberry Wedge,"[-9.348868028852475,-28.09922766855987,2.046256108605892,-6.602169863731179,-6.066120799245128,3.0166686615736364,1.0703323845079062,1.9085969654334274,-1.1335813569503972,2.4116873001947177,1.3816684751099346,-2.162333846507787,0.2951991070944045,3.744884139468248,3.055303162856692,-2.892636557913287,0.3230355670016066,-1.7097935149285328,-4.562372726251976,1.6976032525152562,-0.6814386641020039,-3.192043536864136,-2.338306471097544,1.0381362925911943,1.6154417106254564,1.2689028236451394,1.5732728678979973,0.44456358462423384,-0.48917543129797353,-1.709954928366462,0.11323543808333145,2.4073355238978618,-0.8081666850898223,-3.1383899502578827,-3.053310885984405,-2.107504775824172,-0.08236838314425433,1.2932083844353162,0.47284686393976455,2.2431618702900153,-0.9004444182125215,-0.34610411314613626,-2.5067222415206403,-1.6061420327647842,-0.9558030622820421,-2.961577848223459,1.3204384311397719,1.1440274566037465,1.0798446540516025,0.6423654780202158,1.0596018686673838,-0.63211327464971,0.044556114868992566,-0.26958960129469756]"
Plum 2,"[-1.63021090391531,-17.847784443306548,-2.5354544408236652,-10.650562242435798,-5.930868692222677,1.3323787588526526,-0.44244012698168467,4.131095915370456,1.1528516490354306,0.2871421693955197,4.426148424693935,-2.5172234511210716,-0.9015753527099085,1.1696022139096232,3.2260336961335527,0.2892256616558768,-0.4160568224009239,-0.4903131260704483,-1.7251928973920956,-1.5115824776846871,0.9207115583913488,-3.4226624128946055,-1.9631892536011981,0.427261869836738,2.473891994286368,2.068709374158281,2.8731672042584586,0.11120549773435327,2.099012175977855,-0.1842450079062313,3.9079947072941454,1.630500309390458,-0.8810441746720711,-1.5510836046958212,-4.485465730747184,-0.40017804921416517,1.1913886600950496,0.461631834357799,0.6783594588736805,3.1706516151942488,-0.5768520204789085,-1.7240801274561082,-1.6706256664774533,-1.0528937861693854,-2.0863127010632936,-0.5813148578641463,0.7670241729197569,-0.16007947198348252,1.194511989029466,0.9271001175546041,1.601894197086772,-1.286232259623036,0.06788364533740758,-0.21341311558014975]"
Limes,"[0.23580381806688588,-24.097065510267495,-7.0331298335216665,-13.668884212056978,-5.635053417281524,0.2725923875004937,3.4400945661679874,3.222121159717816,-1.2026526050371447,0.9721413220781672,2.5553128909965794,0.6969490630995433,3.072272479415898,2.4079120077838407,4.015031359381325,-3.1804943222743294,-0.09860932174571632,-1.4002775129453024,-0.761735907053594,0.28905018349147366,-1.4609328441841078,-4.687128984833034,-3.2460859982698205,1.765330883786162,1.3799248824716426,1.8261626065234164,0.9706847923972481,0.7941006484108389,1.4529221591935124,-0.6727140173704549,2.204791491979249,0.9424958269917666,-0.6666727823050566,-2.4725870842508875,-1.272464319724927,-1.5590995821195683,1.17695631902579,1.3339459391934299,-0.3515429941758023,1.2123916487704898,-0.4890870099968338,-1.7630990225008591,-1.5363026679031568,-0.2710783409807265,-0.16220498353767066,-1.4149529762483497,0.9866935425526558,0.94255262082536,0.8544022391568613,1.65067081298187,0.873830032522912,-1.5060438598691037,0.8123476559165085,-0.11411473276801114]"
Cauliflower,"[-14.20178777823493,-24.632778260575552,-4.499729588486373,-8.520209252493549,-5.198670029414019,2.626497817732514,3.096760618688774,3.2171632764598592,-4.20300060255731,0.44812483149198007,-0.2635673685196667,-0.9342299097243211,2.3716356649132777,-0.5358591518575552,4.415487786832516,-2.8613886901460615,2.9973361009900583,-2.3202270837333865,-2.2603653675615503,-1.9827816903713613,-1.5211939244020265,-4.857295678251601,-0.0961201749879422,-0.514990960375697,-1.216125326326927,2.23338232277219,3.02151855221088,1.6369329453487163,-1.559302703601342,-1.1595784819274972,3.6252025636947036,0.6269903895181295,-1.0054926148940393,-1.5133584029416238,-0.349232857967673,-2.8360172148127822,1.2202772916311566,0.023790174721754556,0.49261456661015596,2.7119639686998456,1.1138696725056079,-0.17025856919565138,-2.3161011714887163,-2.1668859564559164,-0.9508595638510747,-3.0635026572048374,0.6455434388522608,0.031459142075555585,2.1394904600675755,0.7150248552020853,0.2300773733151723,-1.8486423560825302,1.0416498877724925,-1.3966592197079168]"
Pineapple,"[-7.480090917671733,-26.084104973542452,2.283619058729491,-12.143490573806547,-7.489570213352424,1.8505117065672678,1.0930836093518075,4.970554504507174,-0.34243951828725927,1.153873897052227,1.1982026395689875,-1.9249037432189149,1.6507637106556992,0.767538582792035,3.2841895904492366,-0.9326469485493161,-1.4987495258289425,-3.3131976345079126,-1.732357782554573,-0.046583790746912095,0.18331688017536701,-4.1407399873900745,-1.6298908890633792,-0.3118082945071305,1.5089503434233125,0.3222102246508766,0.600950373066498,-0.8520531698255512,1.493419865660756,-2.4148251113114965,1.0352989835778852,4.964970221418661,0.3738637629632322,-1.0227834535232063,-3.506566172392763,-0.47881322010374083,0.7383567425960118,0.5722081021102858,0.7967719169401826,2.0941295342241273,-0.7034814093588833,-1.0762111046559437,-2.6347129418230693,-0.8447362601489392,-2.522335852550499,-0.7938652261360875,0.3186799505583398,0.4064839938766544,1.0316967655116847,4.239582471465215,0.25622813005797923,-2.6417389879763724,1.0118678009924065,0.8271477533625713]"
Limes,"[0.4528111340160562,-26.23891242947612,-6.787329531064415,-15.526153303333748,-6.09266179605426,-0.4612367637374807,3.153209255567433,3.996782837968937,-1.5016902112152095,1.5675213734753894,2.2616222220541777,-2.1944812852652023,1.1361915201234514,1.728135025618293,3.5023014566105886,-2.884809505075365,0.55746527854098,-0.7901856757040585,-0.30216489302921445,-0.509457672964003,-1.104978292539158,-4.763586623300867,-1.8336942769423168,1.3704313278906128,2.347184282905854,2.790619507388005,0.9248250050551441,0.6107331078443841,0.6131076395012921,-0.4519885678075263,2.1752912116724934,1.969885728572696,-0.5587767967004037,-2.35370520032838,-0.9626915888797779,-1.4518753472035246,1.238026385259999,0.5121610196145123,0.34579456214435217,0.8529576261028833,-1.1579232437444782,-2.02282519629173,-2.365240381165942,-0.8832985814494769,-0.478051197280854,-1.2587600460029515,1.2799205173424737,0.5287151426760588,1.4595354265641136,1.3555768340032155,1.3015203679154808,-2.200435330565899,1.0450761710461038,0.6613298783447202]"
Clementine,"[-1.445917855918103,-23.38423604737556,-4.186799782329575,-12.984144449888568,-6.634544490055651,1.6105187362572477,-0.6619021675648911,3.7800883129507326,2.6993314634294467,1.4130591093026923,5.159794184699917,-2.2453360320732507,-1.5412945858238436,-1.147445086082767,5.378316133241197,0.8201301568946769,0.5924263425291644,-1.8821971769397552,-0.9061514185757117,1.7859542119092167,1.1957280004144217,-3.0646706816967257,-0.3079432911008943,-0.7191483498732988,2.4640597072575785,4.958799492044033,0.9885495254520078,0.8592635983641285,-1.254776403013444,-0.9743203692033042,2.544437206810232,1.6661360510838517,-0.5173545841557722,-1.4379303535120451,-2.4816017588171024,-1.1798810734996794,0.8227947355116689,0.11020534725517349,0.5994669470405022,2.4250999959250787,-2.6337115440080954,-1.2885553522128899,-2.38659137600442,-2.142834413965847,-0.7785852018664525,-1.3723275921886537,-0.014908855648627933,1.1566469064400993,2.1236475033276374,1.8137945011881542,1.0074709253660252,-1.2897142462369637,1.1429789725902249,0.3770811340169444]"
Cocos,"[-5.567500037118606,-27.331430007647572,-9.078670473483953,-7.450210812582123,-9.405711601944953,-0.08412591662439027,-0.014885711390158615,0.3691373168626425,-2.4015495671092393,-1.6579648984898878,3.9527385274942355,-1.4455539798631794,-0.3398399030941694,-0.5412072824985669,4.049016139202918,-0.5876290462296704,1.1105105642089783,-0.44231209185521764,-1.9558902505241669,0.8317402020383511,-0.45089883141430914,-4.271484151351501,-1.13674542645006,1.58764556576354,2.9060226690266773,-0.3738263040008278,2.544990844887108,-0.6825972220657252,0.2999380823898531,-1.2274755191576843,2.2664142990215193,2.7754769257369767,-0.2332313832466743,-1.8832439181923752,-2.063911629784059,-0.48941214660617854,2.2163528825111265,0.5660554811673759,1.2677754239997603,1.6879939721007096,-1.7598484391139926,-2.3798502607636967,-2.7683527254164013,-0.37639561376861047,-0.9411241092310354,-0.8202443631169878,1.6186214167575514,-0.16992335403508796,1.9840332352350718,1.590853747621031,1.8139793729675098,-2.52755921111472,1.3367398684840703,0.1955552007250413]"
Cantaloupe 2,"[-2.0408169165114343,-28.064170100326127,0.2842702550599946,-12.237817191966197,-8.165147072991756,3.782061256422406,3.507908810373797,2.505922434498689,-2.2460979076321577,2.41629218879633,3.874693966661062,-2.7144711597836,-0.3085377446283715,0.18449667026225394,2.4122756890057775,-1.7980305858196055,-0.1892068547033726,-1.7297724432709234,-3.276502639821628,2.154456577412436,-0.1986576457168707,-3.8667941391529235,-1.940689012343643,0.902076917226102,1.112614583135292,1.6015683807050762,2.5373920201291473,-0.9946558349696538,1.4642058993615972,-1.3602133170210426,1.895553115782363,1.8017553786900047,0.11527497960440611,-2.4408326076652362,-2.655326623624569,-0.9149191452191328,0.717214894307399,1.556604903984686,0.06896234195693754,2.4209720679666717,0.5917523925243637,-1.643146148797065,-1.816911339429372,-0.4023084819795601,-0.5564552045111338,-1.8942986444465217,0.6327086632911592,1.1684789764156902,1.2739083107503686,1.8221195985460927,0.8956759689402201,-1.0367330410200906,-0.14836809662587777,-0.7365703336169687]"
